date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-13 18:00:00,114.0,8.0,19.278,40.783333333333346,18.7,39.95333333333334,19.212,41.94233333333334,18.78466666666666,40.08533333333334,17.266,48.67066666666668,3.164,69.37016666666666,18.24866666666666,35.83933333333334,19.728666666666662,44.79733333333332,16.858333333333338,40.00416666666668,3.2,757.3,83.0,3.0,34.5,0.5,18.792077554389845,18.792077554389845
2016-01-13 19:00:00,213.33333333333334,16.666666666666668,19.36222222222222,41.73000000000002,18.834444444444433,40.22777777777778,19.259999999999994,41.88444444444443,18.67777777777778,40.261527777777765,17.50166666666667,57.56277777777777,2.128888888888888,75.98555555555556,18.23055555555555,36.91888888888889,19.789999999999996,45.01777777777777,16.789999999999996,39.99944444444445,2.908333333333333,757.1333333333332,88.58333333333333,3.8333333333333335,29.0,1.1666666666666667,25.741948334810633,25.741948334810633
2016-01-13 20:00:00,248.33333333333334,20.0,19.532777777777767,41.45611111111112,19.03333333333333,40.55444444444445,19.2,42.351111111111095,19.053888888888885,41.33055555555557,18.309999999999985,81.9611111111111,1.6444444444444433,82.74,18.46333333333332,38.17277777777778,19.76,45.13458333333332,16.725,40.20388888888888,3.1166666666666667,756.9,88.41666666666667,5.0,33.583333333333336,1.4000000000000001,14.942804118618364,14.942804118618364
2016-01-13 21:00:00,313.3333333333333,5.0,19.599999999999998,41.64555555555555,19.122222222222216,40.88055555555557,19.38666666666667,43.85333333333333,19.596666666666668,40.86166666666667,18.555555555555582,88.17222222222222,1.3430555555555566,85.37361111111109,18.34,37.98472222222222,19.77,45.651111111111106,16.669444444444448,40.12097222222222,2.875,756.6916666666667,88.58333333333333,5.0,35.416666666666664,1.191666666666667,23.003979762628067,23.003979762628067
2016-01-13 22:00:00,131.66666666666666,1.6666666666666667,19.566666666666666,42.090833333333336,19.021666666666665,40.762777777777785,20.846111111111117,45.90694444444444,19.233888888888885,39.94277777777776,19.1636111111111,80.18277777777779,1.3694444444444451,88.14722222222224,18.220000000000002,37.906666666666666,19.687777777777782,46.28777777777779,16.599999999999998,40.29888888888888,2.908333333333333,756.1916666666667,87.16666666666667,5.416666666666667,33.583333333333336,0.9416666666666668,33.106649046142884,33.106649046142884
2016-01-13 23:00:00,41.666666666666664,0.0,19.392222222222234,42.11444444444445,18.813888888888886,41.28333333333333,20.5738888888889,44.20055555555555,18.94027777777777,41.017916666666686,18.52444444444445,70.1361111111111,1.8805555555555549,89.58097222222223,18.13333333333333,39.02555555555553,19.599999999999998,47.885,16.611111111111118,42.27444444444445,3.033333333333333,755.7333333333332,87.25,5.583333333333333,35.416666666666664,1.0833333333333333,36.9428968251062,36.9428968251062
2016-01-14 00:00:00,46.666666666666664,0.0,19.218888888888884,42.080000000000005,18.6111111111111,41.31444444444445,20.225,43.52777777777777,18.740000000000002,41.38555555555556,18.218333333333334,67.25611111111114,1.5422222222222217,89.88666666666666,18.099999999999998,40.2288888888889,19.555000000000003,49.36166666666667,16.636111111111116,43.573055555555555,2.8416666666666663,755.1666666666666,89.41666666666667,5.0,28.166666666666668,1.2833333333333334,24.435402066834914,24.435402066834914
2016-01-14 01:00:00,36.666666666666664,0.0,19.05,42.07,18.438888888888883,41.27,20.008888888888883,43.33000000000001,18.599999999999984,41.626666666666665,17.96166666666667,65.71555555555557,1.937777777777778,92.25,18.099999999999998,41.442499999999995,19.373333333333335,50.679444444444435,16.677777777777766,44.92555555555557,2.858333333333333,754.3666666666667,91.25,5.0,27.416666666666668,1.5250000000000001,27.646882655487087,27.646882655487087
2016-01-14 02:00:00,43.333333333333336,0.0,18.903888888888886,42.144999999999996,18.26,41.33888888888888,19.85666666666667,43.25,18.457222222222217,41.80833333333333,17.75,64.39555555555556,2.5563888888888884,93.11194444444443,18.099999999999998,42.28944444444443,19.28,51.07,16.7,46.222777777777786,2.966666666666667,753.4833333333332,91.33333333333333,5.416666666666667,33.0,1.6583333333333332,20.94119309719342,20.94119309719342
2016-01-14 03:00:00,45.0,0.0,18.755,42.235,18.138888888888882,41.48583333333333,19.789999999999996,43.294444444444444,18.351111111111113,41.972222222222236,17.655555555555548,63.52777777777777,2.993888888888888,92.30888888888887,18.099999999999998,42.398888888888884,19.17777777777778,50.76222222222221,16.7,46.83916666666667,3.283333333333333,752.5666666666666,89.0,5.583333333333333,35.0,1.6833333333333333,23.728451431573678,23.728451431573678
2016-01-14 04:00:00,35.0,0.0,18.661111111111115,42.29,18.038888888888884,41.56,19.718750000000004,43.304861111111116,18.265,42.100000000000016,17.498888888888885,62.79555555555555,3.045,91.23444444444443,18.047222222222217,42.33416666666667,19.066666666666666,50.475555555555566,16.71,47.39555555555557,3.358333333333333,751.6416666666668,89.41666666666667,5.416666666666667,28.416666666666668,1.8,29.60344085392229,29.60344085392229
2016-01-14 05:00:00,45.0,0.0,18.555555555555554,42.41,17.920555555555552,41.674444444444454,19.724999999999998,43.225,18.15833333333333,42.25722222222222,17.393611111111117,62.29388888888888,3.124444444444445,90.76500000000003,18.0,42.475555555555566,18.9973611111111,50.40305555555555,16.73,47.805555555555564,3.3416666666666663,750.6666666666666,90.0,5.583333333333333,28.166666666666668,1.8416666666666668,24.836773083855718,24.836773083855718
2016-01-14 06:00:00,40.0,1.6666666666666667,18.438888888888883,42.53,17.814999999999998,41.792222222222215,19.789999999999996,43.32055555555555,18.099999999999998,42.48666666666667,17.312222222222232,62.04333333333333,3.73,89.87444444444442,17.98777777777777,42.65,18.88444444444445,50.49888888888889,16.720000000000002,48.108888888888885,3.65,749.9083333333333,89.58333333333333,6.666666666666667,27.416666666666668,2.1083333333333334,24.465229864775512,24.465229864775512
2016-01-14 07:00:00,226.66666666666666,8.333333333333334,18.39,43.48208333333333,17.789999999999996,42.3088888888889,19.669444444444434,43.22763888888888,18.331111111111117,42.826666666666675,17.255,60.84777777777777,3.8022222222222215,89.75513888888888,17.945,42.67249999999999,18.787222222222216,50.154444444444444,16.7475,48.025833333333345,3.875,749.25,90.25,8.583333333333334,24.666666666666668,2.441666666666667,24.994230369338766,24.994230369338766
2016-01-14 08:00:00,160.0,5.0,18.39,43.646111111111104,17.71,42.56333333333333,19.416666666666668,42.81,18.694999999999997,41.91999999999998,17.2,57.91361111111112,3.677222222222222,92.87166666666667,17.780555555555548,40.59444444444445,18.599999999999998,48.29888888888888,16.7,46.3361111111111,2.6999999999999997,749.15,94.5,5.916666666666667,26.25,1.875,27.493390437060345,27.493390437060345
2016-01-14 09:00:00,168.33333333333334,16.666666666666668,18.497222222222216,43.328888888888905,17.97694444444445,42.15958333333334,19.2488888888889,42.322222222222216,18.561111111111117,41.64277777777779,17.326666666666668,51.47444444444445,2.4405555555555547,94.06722222222224,17.627777777777766,39.3161111111111,18.392222222222234,46.589583333333316,16.7225,45.69527777777776,1.55,749.1666666666666,96.75,4.25,37.083333333333336,1.0833333333333333,26.485835553224504,26.485835553224504
2016-01-14 10:00:00,538.3333333333334,13.333333333333334,18.745,43.54611111111111,18.461666666666662,41.92055555555557,19.49833333333333,43.699166666666684,18.724999999999998,42.288333333333334,17.36222222222222,51.21777777777779,2.3672222222222215,94.93777777777775,17.493333333333336,38.59291666666667,18.240000000000002,45.68555555555557,16.856666666666666,46.29000000000002,2.066666666666667,748.7833333333333,94.16666666666667,5.166666666666667,40.0,1.2416666666666665,18.55307041162935,18.55307041162935
2016-01-14 11:00:00,238.33333333333334,11.666666666666666,19.1851388888889,43.57388888888888,18.989444444444434,40.93833333333333,21.349999999999998,47.095,18.84,42.30833333333334,17.183333333333334,53.049722222222236,2.90777777777778,95.58555555555556,17.402222222222218,38.17333333333333,18.099999999999998,45.11777777777777,16.914444444444452,45.97777777777778,2.5500000000000003,748.775,92.58333333333333,4.416666666666667,40.0,1.4666666666666668,19.291334083148588,19.291334083148588
2016-01-14 12:00:00,283.3333333333333,1.6666666666666667,20.15333333333335,45.04888888888888,19.757638888888888,40.47319444444445,21.836666666666684,45.67388888888888,18.963333333333335,42.874444444444435,17.099999999999998,53.199999999999996,3.476666666666665,95.9311111111111,17.39,37.97777777777776,18.0,44.81444444444443,17.044444444444448,46.03,3.4416666666666664,748.475,90.33333333333333,5.416666666666667,40.0,1.9916666666666665,38.9249086729251,38.9249086729251
2016-01-14 13:00:00,70.0,0.0,21.075555555555553,43.097777777777786,20.30444444444443,39.964444444444446,22.18694444444445,44.294027777777785,18.973333333333347,43.34111111111111,17.088888888888885,53.18777777777779,4.011805555555555,96.42347222222223,17.431250000000016,37.99444444444443,18.049999999999983,44.691666666666684,17.158333333333335,47.10638888888889,4.45,748.0916666666667,86.75,6.0,40.0,2.441666666666667,32.026310662816584,32.026310662816584
